,name,session,chamber,party,fec_candidate_id,id,crp_id
484,Jerry Moran,114,Sen.,R,S0KS00091,M000934,N00005282
485,Lisa Murkowski,114,Sen.,R,S4AK00099,M001153,N00026050
486,Christopher Murphy,114,Sen.,D,S2CT00132,M001169,N00027566
487,Patty Murray,114,Sen.,D,S2WA00189,M001111,N00007876
488,Bill Nelson,114,Sen.,D,S8FL00166,N000032,N00009926
489,Rand Paul,114,Sen.,R,S0KY00156,P000603,N00030836
490,David Perdue,114,Sen.,R,S4GA11285,P000612,N00035516
491,Gary Peters,114,Sen.,D,S4MI00355,P000595,N00029277
492,Rob Portman,114,Sen.,R,H4OH02032,P000449,N00003682
493,Jack Reed,114,Sen.,D,H0RI02071,R000122,N00000362
494,Harry Reid,114,Sen.,D,S6NV00028,R000146,None
495,Jim Risch,114,Sen.,R,S8ID00092,R000584,N00029441
496,Pat Roberts,114,Sen.,R,H0KS01016,R000307,N00005285
497,Mike Rounds,114,Sen.,R,S4SD00049,R000605,N00035187
498,Marco Rubio,114,Sen.,R,S0FL00338,R000595,N00030612
499,Bernard Sanders,114,Sen.,ID,S4VT00033,S000033,N00000528
500,Ben Sasse,114,Sen.,R,S4NE00090,S001197,N00035544
501,Brian Schatz,114,Sen.,D,H6HI02244,S001194,N00028138
502,Charles Schumer,114,Sen.,D,H0NY16010,S000148,N00001093
503,Tim Scott,114,Sen.,R,S4SC00240,S001184,N00031782
504,Jeff Sessions,114,Sen.,R,S6AL00195,S001141,N00003062
505,Jeanne Shaheen,114,Sen.,D,S0NH00219,S001181,N00024790
506,Richard Shelby,114,Sen.,R,S6AL00013,S000320,N00009920
507,Debbie Stabenow,114,Sen.,D,H6MI08163,S000770,N00004118
508,Dan Sullivan,114,Sen.,R,S4AK00214,S001198,N00035774
509,Jon Tester,114,Sen.,D,S6MT00162,T000464,N00027605
510,John Thune,114,Sen.,R,H6SD00085,T000250,N00004572
511,Thom Tillis,114,Sen.,R,S4NC00162,T000476,N00035492
512,Patrick Toomey,114,Sen.,R,H8PA15096,T000461,N00001489
513,Tom Udall,114,Sen.,D,S8NM00184,U000039,N00006561
514,David Vitter,114,Sen.,R,H0LA01079,V000127,None
515,Mark Warner,114,Sen.,D,P80003023,W000805,N00002097
516,Elizabeth Warren,114,Sen.,D,S2MA00170,W000817,N00033492
517,Sheldon Whitehouse,114,Sen.,D,S6RI00221,W000802,N00027533
518,Roger Wicker,114,Sen.,R,S8MS00196,W000437,N00003280
519,Ron Wyden,114,Sen.,D,H0OR03026,W000779,N00007724
520,Lamar Alexander,115,Sen.,R,S2TN00058,A000360,N00009888
521,Tammy Baldwin,115,Sen.,D,S2WI00219,B001230,N00004367
522,John Barrasso,115,Sen.,R,S6WY00068,B001261,N00006236
523,Michael Bennet,115,Sen.,D,S0CO00211,B001267,N00030608
524,Richard Blumenthal,115,Sen.,D,S0CT00177,B001277,N00031685
525,Roy Blunt,115,Sen.,R,S0MO00183,B000575,N00005195
526,Cory Booker,115,Sen.,D,S4NJ00185,B001288,N00035267
527,John Boozman,115,Sen.,R,S0AR00150,B001236,N00013873
528,Sherrod Brown,115,Sen.,D,S6OH00163,B000944,N00003535
529,Richard Burr,115,Sen.,R,S4NC00089,B001135,N00002221
530,Maria Cantwell,115,Sen.,D,S8WA00194,C000127,N00007836
531,Shelley Capito,115,Sen.,R,S4WV00159,C001047,N00009771
532,Benjamin Cardin,115,Sen.,D,S6MD03177,C000141,N00001955
533,Thomas Carper,115,Sen.,D,S8DE00079,C000174,N00012508
534,Bob Casey,115,Sen.,D,S6PA00217,C001070,N00027503
535,Bill Cassidy,115,Sen.,R,S4LA00107,C001075,N00030245
536,Thad Cochran,115,Sen.,R,S8MS00055,C000567,N00003328
537,Susan Collins,115,Sen.,R,S6ME00159,C001035,N00000491
538,Christopher Coons,115,Sen.,D,S0DE00092,C001088,N00031820
539,Bob Corker,115,Sen.,R,S6TN00216,C001071,N00027441
540,John Cornyn,115,Sen.,R,S2TX00106,C001056,N00024852
541,Catherine Cortez Masto,115,Sen.,D,S6NV00200,C001113,N00037161
542,Tom Cotton,115,Sen.,R,S4AR00103,C001095,N00033363
543,Michael Crapo,115,Sen.,R,S8ID00027,C000880,N00006267
544,Ted Cruz,115,Sen.,R,S2TX00312,C001098,N00033085
545,Steve Daines,115,Sen.,R,S2MT00096,D000618,N00033054
546,Joe Donnelly,115,Sen.,D,S2IN00091,D000607,N00026586
547,Tammy Duckworth,115,Sen.,D,S6IL00292,D000622,N00027860
548,Richard Durbin,115,Sen.,D,S6IL00151,D000563,N00004981
549,Michael Enzi,115,Sen.,R,S6WY00126,E000285,N00006249
550,Joni Ernst,115,Sen.,R,S4IA00129,E000295,N00035483
551,Dianne Feinstein,115,Sen.,D,S0CA00199,F000062,N00007364
552,Deb Fischer,115,Sen.,R,S2NE00094,F000463,N00033443
553,Jeff Flake,115,Sen.,R,S2AZ00141,F000444,N00009573
554,Al Franken,115,Sen.,D,S8MN00438,F000457,N00029016
555,Cory Gardner,115,Sen.,R,S4CO00395,G000562,N00030780
556,Kirsten Gillibrand,115,Sen.,D,S0NY00410,G000555,N00027658
557,Lindsey Graham,115,Sen.,R,S0SC00149,G000359,N00009975
558,Charles Grassley,115,Sen.,R,S0IA00028,G000386,N00001758
559,Kamala Harris,115,Sen.,D,S6CA00584,H001075,N00036915
560,Margaret Hassan,115,Sen.,D,S6NH00091,H001076,N00038397
561,Orrin Hatch,115,Sen.,R,S6UT00063,H000338,N00009869
562,Martin Heinrich,115,Sen.,D,S2NM00088,H001046,N00029835
563,Heidi Heitkamp,115,Sen.,D,S2ND00099,H001069,N00033782
564,Dean Heller,115,Sen.,R,S2NV00183,H001041,N00027522
565,Mazie Hirono,115,Sen.,D,S2HI00106,H001042,N00028139
566,John Hoeven,115,Sen.,R,S0ND00093,H001061,N00031688
567,Cindy Hyde-Smith,115,Sen.,R,,H001079,N00043298
568,James Inhofe,115,Sen.,R,S4OK00083,I000024,N00005582
569,Johnny Isakson,115,Sen.,R,S6GA00119,I000055,N00002593
570,Ron Johnson,115,Sen.,R,S0WI00197,J000293,N00032546
571,Doug Jones,115,Sen.,D,S0AL00156,J000300,N00024817
572,Tim Kaine,115,Sen.,D,S2VA00142,K000384,N00033177
573,John Kennedy,115,Sen.,R,S4LA00065,K000393,N00026823
574,Angus King,115,Sen.,ID,S2ME00109,K000383,N00034580
575,Amy Klobuchar,115,Sen.,D,S6MN00267,K000367,N00027500
576,Jon Kyl,115,Sen.,R,,K000352,None
577,James Lankford,115,Sen.,R,S4OK00232,L000575,N00031129
578,Patrick Leahy,115,Sen.,D,S4VT00017,L000174,N00009918
579,Mike Lee,115,Sen.,R,S0UT00165,L000577,N00031696
580,Joe Manchin,115,Sen.,D,S0WV00090,M001183,N00032838
581,Edward Markey,115,Sen.,D,S4MA00028,M000133,N00000270
582,John McCain,115,Sen.,R,S6AZ00019,M000303,N00006424
583,Claire McCaskill,115,Sen.,D,S6MO00305,M001170,N00027694
584,Mitch McConnell,115,Sen.,R,S2KY00012,M000355,N00003389
585,Robert Menendez,115,Sen.,D,S6NJ00289,M000639,N00000699
586,Jeff Merkley,115,Sen.,D,S8OR00207,M001176,N00029303
587,Jerry Moran,115,Sen.,R,S0KS00091,M000934,N00005282
588,Lisa Murkowski,115,Sen.,R,S4AK00099,M001153,N00026050
589,Christopher Murphy,115,Sen.,D,S2CT00132,M001169,N00027566
590,Patty Murray,115,Sen.,D,S2WA00189,M001111,N00007876
591,Bill Nelson,115,Sen.,D,S8FL00166,N000032,N00009926
592,Rand Paul,115,Sen.,R,S0KY00156,P000603,N00030836
593,David Perdue,115,Sen.,R,S4GA11285,P000612,N00035516
594,Gary Peters,115,Sen.,D,S4MI00355,P000595,N00029277
595,Rob Portman,115,Sen.,R,S0OH00133,P000449,N00003682
596,Jack Reed,115,Sen.,D,S6RI00163,R000122,N00000362
597,Jim Risch,115,Sen.,R,S8ID00092,R000584,N00029441
598,Pat Roberts,115,Sen.,R,S6KS00080,R000307,N00005285
599,Mike Rounds,115,Sen.,R,S4SD00049,R000605,N00035187
600,Marco Rubio,115,Sen.,R,S0FL00338,R000595,N00030612
601,Bernard Sanders,115,Sen.,ID,S4VT00033,S000033,N00000528
602,Ben Sasse,115,Sen.,R,S4NE00090,S001197,N00035544
603,Brian Schatz,115,Sen.,D,S4HI00136,S001194,N00028138
604,Charles Schumer,115,Sen.,D,S8NY00082,S000148,N00001093
605,Tim Scott,115,Sen.,R,S4SC00240,S001184,N00031782
606,Jeff Sessions,115,Sen.,R,S6AL00195,S001141,N00003062
607,Jeanne Shaheen,115,Sen.,D,S0NH00219,S001181,N00024790
608,Richard Shelby,115,Sen.,R,S6AL00013,S000320,N00009920
609,Tina Smith,115,Sen.,D,S8MN00578,S001203,N00042353
610,Debbie Stabenow,115,Sen.,D,S8MI00281,S000770,N00004118
611,Luther Strange,115,Sen.,R,S8AL00308,S001202,N00040607
612,Dan Sullivan,115,Sen.,R,S4AK00214,S001198,N00035774
613,Jon Tester,115,Sen.,D,S6MT00162,T000464,N00027605
614,John Thune,115,Sen.,R,S2SD00068,T000250,N00004572
615,Thom Tillis,115,Sen.,R,S4NC00162,T000476,N00035492
616,Patrick Toomey,115,Sen.,R,S4PA00121,T000461,N00001489
617,Tom Udall,115,Sen.,D,S8NM00184,U000039,N00006561
618,Chris Van Hollen,115,Sen.,D,S6MD03441,V000128,N00013820
619,Mark Warner,115,Sen.,D,S6VA00093,W000805,N00002097
620,Elizabeth Warren,115,Sen.,D,S2MA00170,W000817,N00033492
621,Sheldon Whitehouse,115,Sen.,D,S6RI00221,W000802,N00027533
622,Roger Wicker,115,Sen.,R,S8MS00196,W000437,N00003280
623,Ron Wyden,115,Sen.,D,S6OR00110,W000779,N00007724
624,Todd Young,115,Sen.,R,S6IN00191,Y000064,N00030670
625,Lamar Alexander,116,Sen.,R,S2TN00058,A000360,N00009888
626,Tammy Baldwin,116,Sen.,D,H8WI00018,B001230,N00004367
627,John Barrasso,116,Sen.,R,S6WY00068,B001261,N00006236
628,Michael Bennet,116,Sen.,D,S0CO00211,B001267,N00030608
629,Marsha Blackburn,116,Sen.,R,H2TN06030,B001243,N00003105
630,Richard Blumenthal,116,Sen.,D,S0CT00177,B001277,N00031685
631,Roy Blunt,116,Sen.,R,H6MO07128,B000575,N00005195
632,Cory Booker,116,Sen.,D,S4NJ00185,B001288,N00035267
633,John Boozman,116,Sen.,R,H2AR03176,B001236,N00013873
634,Mike Braun,116,Sen.,R,S8IN00171,B001310,N00041731
635,Sherrod Brown,116,Sen.,D,H2OH13033,B000944,N00003535
636,Richard Burr,116,Sen.,R,S4NC00089,B001135,N00002221
637,Maria Cantwell,116,Sen.,D,S8WA00194,C000127,N00007836
638,Shelley Capito,116,Sen.,R,H0WV02138,C001047,N00009771
639,Benjamin Cardin,116,Sen.,D,H6MD03177,C000141,N00001955
640,Thomas Carper,116,Sen.,D,S8DE00079,C000174,N00012508
641,Bob Casey,116,Sen.,D,S6PA00217,C001070,N00027503
642,Bill Cassidy,116,Sen.,R,H8LA00017,C001075,N00030245
643,Susan Collins,116,Sen.,R,S6ME00159,C001035,N00000491
644,Christopher Coons,116,Sen.,D,S0DE00092,C001088,N00031820
645,John Cornyn,116,Sen.,R,S2TX00106,C001056,N00024852
646,Catherine Cortez Masto,116,Sen.,D,S6NV00200,C001113,N00037161
647,Tom Cotton,116,Sen.,R,H2AR04083,C001095,N00033363
648,Kevin Cramer,116,Sen.,R,H0ND01026,C001096,N00004614
649,Michael Crapo,116,Sen.,R,S8ID00027,C000880,N00006267
650,Ted Cruz,116,Sen.,R,S2TX00312,C001098,N00033085
651,Steve Daines,116,Sen.,R,S2MT00096,D000618,N00033054
652,Tammy Duckworth,116,Sen.,D,H6IL06141,D000622,N00027860
653,Richard Durbin,116,Sen.,D,S6IL00151,D000563,N00004981
654,Michael Enzi,116,Sen.,R,S6WY00126,E000285,N00006249
655,Joni Ernst,116,Sen.,R,S4IA00129,E000295,N00035483
656,Dianne Feinstein,116,Sen.,D,S0CA00199,F000062,N00007364
657,Deb Fischer,116,Sen.,R,S2NE00094,F000463,N00033443
658,Cory Gardner,116,Sen.,R,S4CO00395,G000562,N00030780
659,Kirsten Gillibrand,116,Sen.,D,H6NY20167,G000555,N00027658
660,Lindsey Graham,116,Sen.,R,S0SC00149,G000359,N00009975
661,Charles Grassley,116,Sen.,R,S0IA00028,G000386,N00001758
662,Kamala Harris,116,Sen.,D,S6CA00584,H001075,N00036915
663,Margaret Hassan,116,Sen.,D,S6NH00091,H001076,N00038397
664,Joshua Hawley,116,Sen.,R,S8MO00160,H001089,N00041620
665,Martin Heinrich,116,Sen.,D,H8NM01224,H001046,N00029835
666,Mazie Hirono,116,Sen.,D,H6HI02251,H001042,N00028139
667,John Hoeven,116,Sen.,R,S0ND00093,H001061,N00031688
668,Cindy Hyde-Smith,116,Sen.,R,S8MS00261,H001079,N00043298
669,James Inhofe,116,Sen.,R,S4OK00083,I000024,N00005582
670,Johnny Isakson,116,Sen.,R,S6GA00119,I000055,N00002593
671,Ron Johnson,116,Sen.,R,S0WI00197,J000293,N00032546
672,Doug Jones,116,Sen.,D,S0AL00156,J000300,N00024817
673,Tim Kaine,116,Sen.,D,S2VA00142,K000384,N00033177
674,John Kennedy,116,Sen.,R,S4LA00065,K000393,N00026823
675,Angus King,116,Sen.,ID,S2ME00109,K000383,N00034580
676,Amy Klobuchar,116,Sen.,D,S6MN00267,K000367,N00027500
677,James Lankford,116,Sen.,R,H0OK05114,L000575,N00031129
678,Patrick Leahy,116,Sen.,D,S4VT00017,L000174,N00009918
679,Mike Lee,116,Sen.,R,S0UT00165,L000577,N00031696
680,Kelly Loeffler,116,Sen.,R,S0GA00526,L000594,None
681,Joe Manchin,116,Sen.,D,S0WV00090,M001183,N00032838
682,Edward Markey,116,Sen.,D,H6MA07101,M000133,N00000270
683,Mitch McConnell,116,Sen.,R,S2KY00012,M000355,N00003389
684,Martha McSally,116,Sen.,R,S8AZ00221,M001197,N00033982
685,Robert Menendez,116,Sen.,D,H2NJ13075,M000639,N00000699
686,Jeff Merkley,116,Sen.,D,S8OR00207,M001176,N00029303
687,Jerry Moran,116,Sen.,R,H6KS01096,M000934,N00005282
688,Lisa Murkowski,116,Sen.,R,S4AK00099,M001153,N00026050
689,Christopher Murphy,116,Sen.,D,H6CT05124,M001169,N00027566
690,Patty Murray,116,Sen.,D,S2WA00189,M001111,N00007876
691,Rand Paul,116,Sen.,R,S0KY00156,P000603,N00030836
692,David Perdue,116,Sen.,R,S4GA11285,P000612,N00035516
693,Gary Peters,116,Sen.,D,S4MI00355,P000595,N00029277
694,Rob Portman,116,Sen.,R,S0OH00133,P000449,N00003682
695,Jack Reed,116,Sen.,D,S6RI00163,R000122,N00000362
696,Jim Risch,116,Sen.,R,S8ID00092,R000584,N00029441
697,Pat Roberts,116,Sen.,R,S6KS00080,R000307,N00005285
698,Mitt Romney,116,Sen.,R,S8UT00176,R000615,N00000286
699,Jacky Rosen,116,Sen.,D,H6NV03139,R000608,N00038734
700,Mike Rounds,116,Sen.,R,S4SD00049,R000605,N00035187
701,Marco Rubio,116,Sen.,R,S0FL00338,R000595,N00030612
702,Bernard Sanders,116,Sen.,ID,H8VT01016,S000033,N00000528
703,Ben Sasse,116,Sen.,R,S4NE00090,S001197,N00035544
704,Brian Schatz,116,Sen.,D,S4HI00136,S001194,N00028138
705,Charles Schumer,116,Sen.,D,S8NY00082,S000148,N00001093
706,Rick Scott,116,Sen.,R,S8FL00273,S001217,N00043290
707,Tim Scott,116,Sen.,R,H0SC01279,S001184,N00031782
708,Jeanne Shaheen,116,Sen.,D,S0NH00219,S001181,N00024790
709,Richard Shelby,116,Sen.,R,S6AL00013,S000320,N00009920
710,Kyrsten Sinema,116,Sen.,D,H2AZ09019,S001191,N00033983
711,Tina Smith,116,Sen.,D,S8MN00578,S001203,N00042353
712,Debbie Stabenow,116,Sen.,D,S8MI00281,S000770,N00004118
713,Dan Sullivan,116,Sen.,R,S4AK00214,S001198,N00035774
714,Jon Tester,116,Sen.,D,S6MT00162,T000464,N00027605
715,John Thune,116,Sen.,R,S2SD00068,T000250,N00004572
716,Thom Tillis,116,Sen.,R,S4NC00162,T000476,N00035492
717,Patrick Toomey,116,Sen.,R,S4PA00121,T000461,N00001489
718,Tom Udall,116,Sen.,D,H8NM03097,U000039,N00006561
719,Chris Van Hollen,116,Sen.,D,H2MD08126,V000128,N00013820
720,Mark Warner,116,Sen.,D,S6VA00093,W000805,N00002097
721,Elizabeth Warren,116,Sen.,D,S2MA00170,W000817,N00033492
722,Sheldon Whitehouse,116,Sen.,D,S6RI00221,W000802,N00027533
723,Roger Wicker,116,Sen.,R,H4MS01078,W000437,N00003280
724,Ron Wyden,116,Sen.,D,S6OR00110,W000779,N00007724
725,Todd Young,116,Sen.,R,H0IN09070,Y000064,N00030670
726,Neil Abercrombie,110,Rep.,D,,A000014,None
727,Gary Ackerman,110,Rep.,D,,A000022,None
728,Robert Aderholt,110,Rep.,R,,A000055,N00003028
729,Todd Akin,110,Rep.,R,,A000358,None
730,Rodney Alexander,110,Rep.,R,,A000361,None
731,Thomas Allen,110,Rep.,D,,A000357,None
732,Jason Altmire,110,Rep.,D,,A000362,None
733,Robert Andrews,110,Rep.,D,,A000210,None
734,Michael Arcuri,110,Rep.,D,,A000363,None
735,Joe Baca,110,Rep.,D,,B001234,None
736,Michele Bachmann,110,Rep.,R,,B001256,None
737,Spencer Bachus,110,Rep.,R,,B000013,None
738,Brian Baird,110,Rep.,D,,B001229,None
739,Richard Baker,110,Rep.,R,,B000072,None
740,Tammy Baldwin,110,Rep.,D,,B001230,N00004367
741,J. Barrett,110,Rep.,R,,B001239,None
742,John Barrow,110,Rep.,D,,B001252,None
743,Roscoe Bartlett,110,Rep.,R,,B000208,None
744,Joe Barton,110,Rep.,R,,B000213,N00005656
745,Melissa Bean,110,Rep.,D,,B001253,None
746,Xavier Becerra,110,Rep.,D,,B000287,None
747,Shelley Berkley,110,Rep.,D,,B001231,None
748,Howard Berman,110,Rep.,D,,B000410,None
749,Marion Berry,110,Rep.,D,,B000420,None
750,Judy Biggert,110,Rep.,R,,B001232,None
751,Brian Bilbray,110,Rep.,R,,B000461,None
752,Gus Bilirakis,110,Rep.,R,,B001257,N00027462
753,Timothy Bishop,110,Rep.,D,,B001242,None
754,Rob Bishop,110,Rep.,R,,B001250,N00025292
755,Sanford Bishop,110,Rep.,D,,B000490,N00002674
756,Marsha Blackburn,110,Rep.,R,,B001243,N00003105
757,Earl Blumenauer,110,Rep.,D,,B000574,N00007727
758,Roy Blunt,110,Rep.,R,,B000575,N00005195
759,John Boehner,110,Rep.,R,,B000589,None
760,Jo Bonner,110,Rep.,R,,B001244,None
761,Mary Bono Mack,110,Rep.,R,,B001228,None
762,John Boozman,110,Rep.,R,,B001236,N00013873
763,Madeleine Bordallo,110,Del.,D,,B001245,N00024866
764,Dan Boren,110,Rep.,D,,B001254,None
765,Leonard Boswell,110,Rep.,D,,B000652,None
766,Rick Boucher,110,Rep.,D,,B000657,None
767,Charles Boustany,110,Rep.,R,,B001255,None
768,Allen Boyd,110,Rep.,D,,B000716,None
769,Nancy Boyda,110,Rep.,D,,B001258,None
770,Robert Brady,110,Rep.,D,,B001227,N00001619
771,Kevin Brady,110,Rep.,R,,B000755,N00005883
772,Bruce Braley,110,Rep.,D,,B001259,None
773,Paul Broun,110,Rep.,R,,B001262,None
774,Corrine Brown,110,Rep.,D,,B000911,None
775,Henry Brown,110,Rep.,R,,B001235,None
776,Ginny Brown-Waite,110,Rep.,R,,B001247,None
777,Vern Buchanan,110,Rep.,R,,B001260,N00027626
778,Michael Burgess,110,Rep.,R,,B001248,N00025219
779,Dan Burton,110,Rep.,R,,B001149,None
780,G. Butterfield,110,Rep.,D,,B001251,N00027035
781,Steve Buyer,110,Rep.,R,,B001203,None
782,Ken Calvert,110,Rep.,R,,C000059,N00007099
783,Dave Camp,110,Rep.,R,,C000071,None
784,John Campbell,110,Rep.,R,,C001064,None
785,Christopher Cannon,110,Rep.,R,,C000116,None
786,Eric Cantor,110,Rep.,R,,C001046,None
787,Shelley Capito,110,Rep.,R,,C001047,N00009771
788,Lois Capps,110,Rep.,D,,C001036,None
789,Michael Capuano,110,Rep.,D,H8MA08071,C001037,N00000267
790,Dennis Cardoza,110,Rep.,D,,C001050,None
791,Russ Carnahan,110,Rep.,D,,C001060,None
792,Christopher Carney,110,Rep.,D,,C001065,None
793,Julia Carson,110,Rep.,D,,C000191,None
794,André Carson,110,Rep.,D,,C001072,N00029513
795,John Carter,110,Rep.,R,,C001051,N00025095
796,Michael Castle,110,Rep.,R,,C000243,None
797,Kathy Castor,110,Rep.,D,,C001066,N00027514
798,Donald Cazayoux,110,Rep.,D,,C001073,None
799,Steven Chabot,110,Rep.,R,,C000266,N00003689
800,Ben Chandler,110,Rep.,D,,C001058,None
801,Travis Childers,110,Rep.,D,,C001074,None
802,Donna Christensen,110,Del.,D,,C000380,None
803,Yvette Clarke,110,Rep.,D,,C001067,N00026961
804,William Clay,110,Rep.,D,,C001049,N00012460
805,Emanuel Cleaver,110,Rep.,D,,C001061,N00026790
806,James Clyburn,110,Rep.,D,,C000537,N00002408
807,Howard Coble,110,Rep.,R,,C000556,None
808,Steve Cohen,110,Rep.,D,,C001068,N00003225
809,Tom Cole,110,Rep.,R,,C001053,N00025726
810,K. Conaway,110,Rep.,R,,C001062,N00026041
811,John Conyers,110,Rep.,D,,C000714,N00004029
812,Jim Cooper,110,Rep.,D,,C000754,N00003132
813,Jim Costa,110,Rep.,D,,C001059,N00026341
814,Jerry Costello,110,Rep.,D,,C000794,None
815,Joe Courtney,110,Rep.,D,,C001069,N00024842
816,Robert Cramer,110,Rep.,D,,C000868,None
817,Ander Crenshaw,110,Rep.,R,,C001045,None
818,Joseph Crowley,110,Rep.,D,,C001038,N00001127
819,Barbara Cubin,110,Rep.,R,,C000962,None
820,Henry Cuellar,110,Rep.,D,,C001063,N00024978
821,John Culberson,110,Rep.,R,,C001048,N00009738
822,Elijah Cummings,110,Rep.,D,,C000984,N00001971
823,Danny Davis,110,Rep.,D,,D000096,N00004884
824,Artur Davis,110,Rep.,D,,D000602,None
825,Geoff Davis,110,Rep.,R,,D000603,None
826,Thomas Davis,110,Rep.,R,,D000136,None
827,David Davis,110,Rep.,R,,D000606,None
828,Jo Ann Davis,110,Rep.,R,,D000597,None
829,Susan Davis,110,Rep.,D,,D000598,N00009604
830,Lincoln Davis,110,Rep.,D,,D000599,None
831,Nathan Deal,110,Rep.,R,,D000168,None
832,Peter DeFazio,110,Rep.,D,,D000191,N00007781
833,Diana DeGette,110,Rep.,D,,D000197,N00006134
834,Bill Delahunt,110,Rep.,D,,D000210,None
835,Rosa DeLauro,110,Rep.,D,,D000216,N00000615
836,Charlie Dent,110,Rep.,R,,D000604,N00026171
837,Mario Diaz-Balart,110,Rep.,R,,D000600,N00025337
838,Lincoln Diaz-Balart,110,Rep.,R,,D000299,None
839,Norman Dicks,110,Rep.,D,,D000327,None
840,John Dingell,110,Rep.,D,,D000355,None
841,Lloyd Doggett,110,Rep.,D,,D000399,N00006023
842,Joe Donnelly,110,Rep.,D,,D000607,N00026586
843,John Doolittle,110,Rep.,R,,D000429,None
844,Mike Doyle,110,Rep.,D,,D000482,N00001373
845,Thelma Drake,110,Rep.,R,,D000605,None
846,David Dreier,110,Rep.,R,,D000492,None
847,John Duncan,110,Rep.,R,,D000533,N00003209
848,Donna Edwards,110,Rep.,D,,E000290,None
849,Chet Edwards,110,Rep.,D,,E000063,None
850,Vernon Ehlers,110,Rep.,R,,E000092,None
851,Keith Ellison,110,Rep.,D,,E000288,N00028257
852,Brad Ellsworth,110,Rep.,D,,E000289,None
853,Rahm Emanuel,110,Rep.,D,,E000287,None
854,Jo Ann Emerson,110,Rep.,R,,E000172,None
855,Eliot Engel,110,Rep.,D,,E000179,N00001003
856,Phil English,110,Rep.,R,,E000187,None
857,Anna Eshoo,110,Rep.,D,,E000215,N00007335
858,Bob Etheridge,110,Rep.,D,,E000226,None
859,Terry Everett,110,Rep.,R,,E000268,None
860,Eni Faleomavaega,110,Del.,D,,F000010,None
861,Mary Fallin,110,Rep.,R,,F000453,None
862,Sam Farr,110,Rep.,D,,F000030,None
863,Chaka Fattah,110,Rep.,D,,F000043,None
864,Tom Feeney,110,Rep.,R,,F000447,None
865,Michael Ferguson,110,Rep.,R,,F000443,None
866,Bob Filner,110,Rep.,D,,F000116,None
867,Jeff Flake,110,Rep.,R,,F000444,N00009573
868,J. Forbes,110,Rep.,R,,F000445,None
869,Jeff Fortenberry,110,Rep.,R,,F000449,N00026631
870,Luis Fortuno,110,R.C.,R,,F000452,None
871,Vito Fossella,110,Rep.,R,,F000440,None
872,Bill Foster,110,Rep.,D,,F000454,N00029139
873,Virginia Foxx,110,Rep.,R,,F000450,N00026166
874,Barney Frank,110,Rep.,D,,F000339,None
875,Trent Franks,110,Rep.,R,,F000448,N00006423
876,Rodney Frelinghuysen,110,Rep.,R,,F000372,N00000684
877,Marcia Fudge,110,Rep.,D,,F000455,N00030490
878,Elton Gallegly,110,Rep.,R,,G000021,None
879,Scott Garrett,110,Rep.,R,,G000548,None
880,Jim Gerlach,110,Rep.,R,,G000549,None
881,Gabrielle Giffords,110,Rep.,D,,G000554,None
882,Wayne Gilchrest,110,Rep.,R,,G000180,None
883,Kirsten Gillibrand,110,Rep.,D,,G000555,N00027658
884,Paul Gillmor,110,Rep.,R,,G000210,None
885,Phil Gingrey,110,Rep.,R,,G000550,None
886,Louie Gohmert,110,Rep.,R,,G000552,N00026148
887,Charlie Gonzalez,110,Rep.,D,,G000544,None
888,Virgil Goode,110,Rep.,R,,G000280,None
889,Robert Goodlatte,110,Rep.,R,,G000289,N00009154
890,Bart Gordon,110,Rep.,D,,G000309,None
891,Kay Granger,110,Rep.,R,,G000377,N00008799
892,Sam Graves,110,Rep.,R,,G000546,N00013323
893,Al Green,110,Rep.,D,,G000553,N00026686
894,Gene Green,110,Rep.,D,,G000410,N00005870
895,Raúl Grijalva,110,Rep.,D,,G000551,N00025284
896,Luis Gutiérrez,110,Rep.,D,,G000535,N00004874
897,John Hall,110,Rep.,D,,H001039,None
898,Ralph Hall,110,Rep.,R,,H000067,None
899,Phil Hare,110,Rep.,D,,H001040,None
900,Jane Harman,110,Rep.,D,,H000213,None
901,J. Dennis Hastert,110,Rep.,R,,H000323,None
902,Alcee Hastings,110,Rep.,D,,H000324,N00002884
903,Doc Hastings,110,Rep.,R,,H000329,None
904,Robin Hayes,110,Rep.,R,,H001029,None
905,Dean Heller,110,Rep.,R,,H001041,N00027522
906,Jeb Hensarling,110,Rep.,R,,H001036,N00024922
907,Wally Herger,110,Rep.,R,,H000528,None
908,Stephanie Herseth Sandlin,110,Rep.,D,,H001037,None
909,Brian Higgins,110,Rep.,D,,H001038,N00027060
910,Baron Hill,110,Rep.,D,,H001030,None
911,Maurice Hinchey,110,Rep.,D,,H000627,None
912,Rubén Hinojosa,110,Rep.,D,,H000636,None
913,Mazie Hirono,110,Rep.,D,,H001042,N00028139
914,David Hobson,110,Rep.,R,,H000666,None
915,Paul Hodes,110,Rep.,D,,H001043,None
916,Peter Hoekstra,110,Rep.,R,,H000676,None
917,Tim Holden,110,Rep.,D,,H000712,None
918,Rush Holt,110,Rep.,D,,H001032,None
919,Michael Honda,110,Rep.,D,,H001034,None
920,Darlene Hooley,110,Rep.,D,,H000762,None
921,Steny Hoyer,110,Rep.,D,,H000874,N00001821
922,Kenny Hulshof,110,Rep.,R,,H000948,None
923,Duncan Hunter,110,Rep.,R,,H000981,None
