,name,session,chamber,party,fec_candidate_id,id,crp_id
3040,Kathy Castor,115,Rep.,D,H6FL11126,C001066,N00027514
3041,Joaquín Castro,115,Rep.,D,H2TX35011,C001091,N00033316
3042,Steven Chabot,115,Rep.,R,H8OH01043,C000266,N00003689
3043,Jason Chaffetz,115,Rep.,R,H8UT03089,C001076,N00028958
3044,Liz Cheney,115,Rep.,R,H6WY00159,C001109,N00035504
3045,Judy Chu,115,Rep.,D,H0CA32101,C001080,N00030600
3046,David Cicilline,115,Rep.,D,H0RI01073,C001084,N00032019
3047,Katherine Clark,115,Rep.,D,H4MA05084,C001101,N00035278
3048,Yvette Clarke,115,Rep.,D,H4NY11138,C001067,N00026961
3049,William Clay,115,Rep.,D,H0MO01066,C001049,N00012460
3050,Emanuel Cleaver,115,Rep.,D,H4MO05234,C001061,N00026790
3051,Michael Cloud,115,Rep.,R,,C001115,N00041882
3052,James Clyburn,115,Rep.,D,H2SC02042,C000537,N00002408
3053,Mike Coffman,115,Rep.,R,H8CO06138,C001077,N00024753
3054,Steve Cohen,115,Rep.,D,H6TN09068,C001068,N00003225
3055,Tom Cole,115,Rep.,R,H2OK04055,C001053,N00025726
3056,Chris Collins,115,Rep.,R,H8NY29032,C001092,N00001285
3057,Doug Collins,115,Rep.,R,H2GA09150,C001093,N00033518
3058,James Comer,115,Rep.,R,H6KY01110,C001108,N00038260
3059,Barbara Comstock,115,Rep.,R,H4VA10089,C001105,N00036023
3060,K. Conaway,115,Rep.,R,H4TX19136,C001062,N00026041
3061,Gerald Connolly,115,Rep.,D,H8VA11062,C001078,N00029891
3062,John Conyers,115,Rep.,D,H6MI01028,C000714,N00004029
3063,Paul Cook,115,Rep.,R,H2CA08164,C001094,N00034224
3064,Jim Cooper,115,Rep.,D,H2TN05131,C000754,N00003132
3065,J. Correa,115,Rep.,D,H6CA46116,C001110,N00037260
3066,Jim Costa,115,Rep.,D,H4CA20082,C001059,N00026341
3067,Ryan Costello,115,Rep.,R,H0PA06076,C001106,N00031064
3068,Joe Courtney,115,Rep.,D,H2CT02112,C001069,N00024842
3069,Kevin Cramer,115,Rep.,R,H0ND01026,C001096,N00004614
3070,Rick Crawford,115,Rep.,R,H0AR01083,C001087,N00030770
3071,Charlie Crist,115,Rep.,D,H6FL13205,C001111,N00002942
3072,Joseph Crowley,115,Rep.,D,H8NY07046,C001038,N00001127
3073,Henry Cuellar,115,Rep.,D,H2TX23082,C001063,N00024978
3074,John Culberson,115,Rep.,R,H0TX07055,C001048,N00009738
3075,Elijah Cummings,115,Rep.,D,H6MD07160,C000984,N00001971
3076,Carlos Curbelo,115,Rep.,R,H4FL26038,C001107,N00035403
3077,John Curtis,115,Rep.,R,,C001114,N00041221
3078,Warren Davidson,115,Rep.,R,H6OH08315,D000626,N00038767
3079,Danny Davis,115,Rep.,D,H4IL07037,D000096,N00004884
3080,Rodney Davis,115,Rep.,R,H2IL13120,D000619,N00034784
3081,Susan Davis,115,Rep.,D,H0CA49055,D000598,N00009604
3082,Peter DeFazio,115,Rep.,D,H6OR04047,D000191,N00007781
3083,Diana DeGette,115,Rep.,D,H6CO01141,D000197,N00006134
3084,John Delaney,115,Rep.,D,H2MD06195,D000620,N00033897
3085,Rosa DeLauro,115,Rep.,D,H0CT03072,D000216,N00000615
3086,Suzan DelBene,115,Rep.,D,H0WA08046,D000617,N00030693
3087,Val Demings,115,Rep.,D,H2FL08063,D000627,N00033449
3088,Jeffrey Denham,115,Rep.,R,H0CA19173,D000612,N00031593
3089,Charlie Dent,115,Rep.,R,H4PA15087,D000604,N00026171
3090,Ron DeSantis,115,Rep.,R,H2FL00292,D000621,N00034746
3091,Mark DeSaulnier,115,Rep.,D,H0CA10073,D000623,N00030709
3092,Scott DesJarlais,115,Rep.,R,H0TN04195,D000616,N00030957
3093,Ted Deutch,115,Rep.,D,H0FL19080,D000610,N00031317
3094,Mario Diaz-Balart,115,Rep.,R,H2FL25018,D000600,N00025337
3095,Debbie Dingell,115,Rep.,D,H4MI12079,D000624,N00036149
3096,Lloyd Doggett,115,Rep.,D,H4TX10028,D000399,N00006023
3097,Daniel Donovan,115,Rep.,R,H6NY11174,D000625,N00036928
3098,Mike Doyle,115,Rep.,D,H4PA18131,D000482,N00001373
3099,Sean Duffy,115,Rep.,R,H0WI07051,D000614,N00030967
3100,Jeffrey Duncan,115,Rep.,R,H0SC03077,D000615,N00030752
3101,John Duncan,115,Rep.,R,H8TN02069,D000533,N00003209
3102,Neal Dunn,115,Rep.,R,H6FL02208,D000628,N00037442
3103,Keith Ellison,115,Rep.,D,H6MN05183,E000288,N00028257
3104,Tom Emmer,115,Rep.,R,H4MN06087,E000294,N00035440
3105,Eliot Engel,115,Rep.,D,H8NY19058,E000179,N00001003
3106,Anna Eshoo,115,Rep.,D,H8CA12098,E000215,N00007335
3107,Adriano Espaillat,115,Rep.,D,H2NY13096,E000297,N00034549
3108,Ron Estes,115,Rep.,R,H8KS04112,E000298,N00040712
3109,Elizabeth Esty,115,Rep.,D,H2CT05131,E000293,N00033217
3110,Dwight Evans,115,Rep.,D,H6PA02171,E000296,N00038450
3111,Blake Farenthold,115,Rep.,R,H0TX27061,F000460,N00031672
3112,John Faso,115,Rep.,R,H6NY19169,F000464,N00037288
3113,A. Ferguson,115,Rep.,R,H6GA03113,F000465,N00039090
3114,Brian Fitzpatrick,115,Rep.,R,H6PA08277,F000466,N00038779
3115,Chuck Fleischmann,115,Rep.,R,H0TN03254,F000459,N00030815
3116,Bill Flores,115,Rep.,R,H0TX17104,F000461,N00031545
3117,Jeff Fortenberry,115,Rep.,R,H4NE01064,F000449,N00026631
3118,Bill Foster,115,Rep.,D,H8IL14067,F000454,N00029139
3119,Virginia Foxx,115,Rep.,R,H4NC05146,F000450,N00026166
3120,Lois Frankel,115,Rep.,D,H2FL14053,F000462,N00002893
3121,Trent Franks,115,Rep.,R,H4AZ04024,F000448,N00006423
3122,Rodney Frelinghuysen,115,Rep.,R,H2NJ05014,F000372,N00000684
3123,Marcia Fudge,115,Rep.,D,H8OH11141,F000455,N00030490
3124,Tulsi Gabbard,115,Rep.,D,H2HI02508,G000571,N00033281
3125,Matt Gaetz,115,Rep.,R,H6FL01119,G000578,N00039503
3126,Mike Gallagher,115,Rep.,R,H6WI08155,G000579,N00039330
3127,Ruben Gallego,115,Rep.,D,H4AZ07043,G000574,N00036097
3128,John Garamendi,115,Rep.,D,H0CA10149,G000559,N00030856
3129,Thomas Garrett,115,Rep.,R,H6VA05142,G000580,N00038847
3130,Greg Gianforte,115,Rep.,R,H8MT01182,G000584,N00040733
3131,Bob Gibbs,115,Rep.,R,H0OH18077,G000563,N00031128
3132,Louie Gohmert,115,Rep.,R,H4TX04039,G000552,N00026148
3133,Jimmy Gomez,115,Rep.,D,H8CA34266,G000585,N00040597
3134,Vicente Gonzalez,115,Rep.,D,H6TX15162,G000581,N00038809
3135,Jenniffer González-Colón,115,R.C.,R,H6PR00082,G000582,N00037615
3136,Robert Goodlatte,115,Rep.,R,H2VA06115,G000289,N00009154
3137,Paul Gosar,115,Rep.,R,H0AZ01259,G000565,N00030771
3138,Josh Gottheimer,115,Rep.,D,H6NJ05171,G000583,N00036944
3139,Trey Gowdy,115,Rep.,R,H0SC04257,G000566,N00030880
3140,Kay Granger,115,Rep.,R,H6TX12060,G000377,N00008799
3141,Garret Graves,115,Rep.,R,H4LA06153,G000577,N00036135
3142,Tom Graves,115,Rep.,R,H0GA09030,G000560,N00030788
3143,Sam Graves,115,Rep.,R,H0MO06073,G000546,N00013323
3144,Gene Green,115,Rep.,D,H2TX29030,G000410,N00005870
3145,Al Green,115,Rep.,D,H4TX09095,G000553,N00026686
3146,Morgan Griffith,115,Rep.,R,H0VA09055,G000568,N00032029
3147,Raúl Grijalva,115,Rep.,D,H2AZ07070,G000551,N00025284
3148,Glenn Grothman,115,Rep.,R,H4WI06048,G000576,N00036409
3149,Brett Guthrie,115,Rep.,R,H8KY02031,G000558,N00029675
3150,Luis Gutiérrez,115,Rep.,D,H2IL08039,G000535,N00004874
3151,Colleen Hanabusa,115,Rep.,D,H2HI02110,H001050,N00025881
3152,Karen Handel,115,Rep.,R,H8GA06286,H001078,N00035477
3153,Gregg Harper,115,Rep.,R,H8MS03067,H001045,N00029632
3154,Andy Harris,115,Rep.,R,H8MD01094,H001052,N00029147
3155,Vicky Hartzler,115,Rep.,R,H0MO04086,H001053,N00031005
3156,Alcee Hastings,115,Rep.,D,H2FL23021,H000324,N00002884
3157,Denny Heck,115,Rep.,D,H0WA03161,H001064,N00031557
3158,Jeb Hensarling,115,Rep.,R,H2TX05121,H001036,N00024922
3159,Kevin Hern,115,Rep.,R,,H001082,N00040829
3160,Jaime Herrera Beutler,115,Rep.,R,H0WA03187,H001056,N00031559
3161,Jody Hice,115,Rep.,R,H0GA07125,H001071,N00032243
3162,Brian Higgins,115,Rep.,D,H4NY27076,H001038,N00027060
3163,Clay Higgins,115,Rep.,R,H6LA03148,H001077,N00039953
3164,French Hill,115,Rep.,R,H4AR02141,H001072,N00035792
3165,Jim Himes,115,Rep.,D,H8CT04172,H001047,N00029070
3166,George Holding,115,Rep.,R,H2NC13110,H001065,N00033399
3167,Trey Hollingsworth,115,Rep.,R,H6IN09176,H001074,N00038429
3168,Steny Hoyer,115,Rep.,D,H2MD05155,H000874,N00001821
3169,Richard Hudson,115,Rep.,R,H2NC08185,H001067,N00033630
3170,Jared Huffman,115,Rep.,D,H2CA06259,H001068,N00033030
3171,Bill Huizenga,115,Rep.,R,H0MI02094,H001058,N00030673
3172,Randy Hultgren,115,Rep.,R,H0IL14080,H001059,N00031104
3173,Duncan Hunter,115,Rep.,R,H8CA52052,H001048,N00029258
3174,Will Hurd,115,Rep.,R,H0TX23086,H001073,N00031417
3175,Darrell Issa,115,Rep.,R,H0CA48024,I000056,N00007017
3176,Sheila Jackson Lee,115,Rep.,D,H4TX18054,J000032,N00005818
3177,Pramila Jayapal,115,Rep.,D,H6WA07458,J000298,N00038858
3178,Hakeem Jeffries,115,Rep.,D,H2NY10092,J000294,N00033640
3179,Evan Jenkins,115,Rep.,R,S8WV00127,J000297,N00035531
3180,Lynn Jenkins,115,Rep.,R,H8KS02090,J000290,N00029077
3181,Hank Johnson,115,Rep.,D,H6GA04129,J000288,N00027848
3182,Bill Johnson,115,Rep.,R,H0OH06189,J000292,N00032088
3183,Eddie Johnson,115,Rep.,D,H2TX00015,J000126,N00008122
3184,Sam Johnson,115,Rep.,R,H2TX03118,J000174,N00008028
3185,Mike Johnson,115,Rep.,R,H6LA04138,J000299,N00039106
3186,Brenda Jones,115,Rep.,D,,J000303,None
3187,Walter Jones,115,Rep.,R,H2NC01081,J000255,N00002299
3188,Jim Jordan,115,Rep.,R,H6OH04082,J000289,N00027894
3189,Dave Joyce,115,Rep.,R,H2OH14064,J000295,N00035007
3190,Marcy Kaptur,115,Rep.,D,H2OH09031,K000009,N00003522
3191,John Katko,115,Rep.,R,H4NY24073,K000386,N00035934
3192,Bill Keating,115,Rep.,D,H0MA10082,K000375,N00031933
3193,Trent Kelly,115,Rep.,R,H6MS01131,K000388,N00037003
3194,Mike Kelly,115,Rep.,R,H0PA03271,K000376,N00031647
3195,Robin Kelly,115,Rep.,D,H2IL02172,K000385,N00035215
3196,Joseph Kennedy,115,Rep.,D,H2MA04073,K000379,N00034044
3197,Ro Khanna,115,Rep.,D,H4CA12055,K000389,N00026427
3198,Ruben Kihuen,115,Rep.,D,H2NV00050,K000390,N00033530
3199,Dan Kildee,115,Rep.,D,H2MI05119,K000380,N00033395
3200,Derek Kilmer,115,Rep.,D,H2WA06129,K000381,N00034453
3201,Ron Kind,115,Rep.,D,H6WI03099,K000188,N00004403
3202,Peter King,115,Rep.,R,H2NY03089,K000210,N00001193
3203,Steve King,115,Rep.,R,H2IA05072,K000362,N00025237
3204,Adam Kinzinger,115,Rep.,R,H0IL11052,K000378,N00030667
3205,Steve Knight,115,Rep.,R,H4CA25123,K000387,N00035820
3206,Raja Krishnamoorthi,115,Rep.,D,H6IL08147,K000391,N00033240
3207,Ann Kuster,115,Rep.,D,H0NH02181,K000382,N00030875
3208,David Kustoff,115,Rep.,R,H2TN07103,K000392,N00025445
3209,Raúl Labrador,115,Rep.,R,H0ID01253,L000573,N00031377
3210,Darin LaHood,115,Rep.,R,H6IL18088,L000585,N00037031
3211,Doug LaMalfa,115,Rep.,R,H2CA02142,L000578,N00033987
3212,Conor Lamb,115,Rep.,D,,L000588,N00041870
3213,Doug Lamborn,115,Rep.,R,H6CO05159,L000564,N00028133
3214,Leonard Lance,115,Rep.,R,H6NJ12136,L000567,N00000898
3215,Jim Langevin,115,Rep.,D,H0RI02139,L000559,N00009724
3216,Rick Larsen,115,Rep.,D,H0WA02080,L000560,N00009759
3217,John Larson,115,Rep.,D,H8CT01046,L000557,N00000575
3218,Robert Latta,115,Rep.,R,H8OH05036,L000566,N00012233
3219,Brenda Lawrence,115,Rep.,D,H2MI14111,L000581,N00034068
3220,Al Lawson,115,Rep.,D,H0FL02086,L000586,N00030642
3221,Barbara Lee,115,Rep.,D,H8CA09060,L000551,N00008046
3222,Debbie Lesko,115,Rep.,R,,L000589,N00042056
3223,Sander Levin,115,Rep.,D,H2MI17023,L000263,N00003950
3224,Jason Lewis,115,Rep.,R,H6MN02149,L000587,N00038400
3225,John Lewis,115,Rep.,D,H6GA05217,L000287,N00002577
3226,Ted Lieu,115,Rep.,D,H4CA33119,L000582,N00035825
3227,Daniel Lipinski,115,Rep.,D,H4IL03077,L000563,N00027239
3228,Frank LoBiondo,115,Rep.,R,H2NJ02037,L000554,N00000851
3229,Dave Loebsack,115,Rep.,D,H6IA02146,L000565,N00027741
3230,Zoe Lofgren,115,Rep.,D,H4CA16049,L000397,N00007479
3231,Billy Long,115,Rep.,R,H0MO07113,L000576,N00030676
3232,Barry Loudermilk,115,Rep.,R,H4GA11061,L000583,N00035347
3233,Mia Love,115,Rep.,R,H2UT04023,L000584,N00033842
3234,Alan Lowenthal,115,Rep.,D,H2CA00104,L000579,N00033274
3235,Nita Lowey,115,Rep.,D,H8NY20056,L000480,N00001024
3236,Frank Lucas,115,Rep.,R,H4OK06056,L000491,N00005559
3237,Blaine Luetkemeyer,115,Rep.,R,H8MO09153,L000569,N00030026
3238,Ben Luján,115,Rep.,D,H8NM03196,L000570,N00029562
3239,Michelle Lujan Grisham,115,Rep.,D,H8NM01257,L000580,N00029400
3240,Stephen Lynch,115,Rep.,D,H2MA09072,L000562,N00013855
3241,Tom MacArthur,115,Rep.,R,H4NJ03130,M001193,N00036155
3242,Carolyn Maloney,115,Rep.,D,H2NY14037,M000087,N00000078
3243,Sean Maloney,115,Rep.,D,H2NY22139,M001185,N00034277
3244,Kenny Marchant,115,Rep.,R,H4TX24094,M001158,N00026710
3245,Tom Marino,115,Rep.,R,H0PA10078,M001179,N00031777
3246,Roger Marshall,115,Rep.,R,H6KS01179,M001198,N00037034
3247,Thomas Massie,115,Rep.,R,H2KY04121,M001184,N00034041
3248,Brian Mast,115,Rep.,R,H6FL18097,M001199,N00037269
3249,Doris Matsui,115,Rep.,D,H6CA05195,M001163,N00027459
3250,Kevin McCarthy,115,Rep.,R,H6CA22125,M001165,N00028152
3251,Michael McCaul,115,Rep.,R,H4TX10093,M001157,N00026460
3252,Tom McClintock,115,Rep.,R,H8CA04152,M001177,N00006863
3253,Betty McCollum,115,Rep.,D,H0MN04049,M001143,N00012942
3254,A. McEachin,115,Rep.,D,H6VA04061,M001200,N00039327
3255,Jim McGovern,115,Rep.,D,H4MA03022,M000312,N00000179
3256,Patrick McHenry,115,Rep.,R,H4NC10047,M001156,N00026627
3257,David McKinley,115,Rep.,R,H0WV01072,M001180,N00031681
3258,Cathy McMorris Rodgers,115,Rep.,R,H4WA05077,M001159,N00026314
3259,Jerry McNerney,115,Rep.,D,H4CA11081,M001166,N00026926
3260,Martha McSally,115,Rep.,R,H2AZ08102,M001197,N00033982
3261,Mark Meadows,115,Rep.,R,H2NC11080,M001187,N00033631
3262,Pat Meehan,115,Rep.,R,H0PA07082,M001181,N00031134
3263,Gregory Meeks,115,Rep.,D,H8NY06048,M001137,N00001171
3264,Grace Meng,115,Rep.,D,H2NY06116,M001188,N00034547
3265,Luke Messer,115,Rep.,R,H0IN02125,M001189,N00012546
3266,Paul Mitchell,115,Rep.,R,H4MI04118,M001201,N00036274
3267,John Moolenaar,115,Rep.,R,H4MI04126,M001194,N00036275
3268,Alex Mooney,115,Rep.,R,H4WV02080,M001195,N00033814
3269,Gwen Moore,115,Rep.,D,H4WI04183,M001160,N00026914
3270,Joe Morelle,115,Rep.,D,,M001206,N00043207
3271,Seth Moulton,115,Rep.,D,H4MA06090,M001196,N00035431
3272,Markwayne Mullin,115,Rep.,R,H2OK02083,M001190,N00033410
3273,Mick Mulvaney,115,Rep.,R,H0SC05031,M001182,None
3274,Stephanie Murphy,115,Rep.,D,H6FL07140,M001202,N00040133
3275,Tim Murphy,115,Rep.,R,H2PA18143,M001151,N00024992
3276,Jerrold Nadler,115,Rep.,D,H2NY17071,N000002,N00000939
3277,Grace Napolitano,115,Rep.,D,H8CA34068,N000179,N00006789
3278,Richard Neal,115,Rep.,D,H8MA02041,N000015,N00000153
3279,Dan Newhouse,115,Rep.,R,H4WA04104,N000189,N00036403
3280,Kristi Noem,115,Rep.,R,H0SD00054,N000184,N00032022
3281,Rick Nolan,115,Rep.,D,H2MN08111,N000127,N00021207
3282,Donald Norcross,115,Rep.,D,H4NJ01084,N000188,N00036154
3283,Ralph Norman,115,Rep.,R,H8SC05158,N000190,N00027783
3284,Eleanor Norton,115,Del.,D,H0DC00058,N000147,N00001692
3285,Devin Nunes,115,Rep.,R,H8CA20059,N000181,N00007248
3286,Tom O'Halleran,115,Rep.,D,H6AZ01199,O000171,N00037515
3287,Beto O'Rourke,115,Rep.,D,S8TX00285,O000170,N00033540
3288,Pete Olson,115,Rep.,R,H8TX22107,O000168,N00029285
3289,Steven Palazzo,115,Rep.,R,H0MS04120,P000601,N00031958
3290,Frank Pallone,115,Rep.,D,H8NJ03073,P000034,N00000781
3291,Gary Palmer,115,Rep.,R,H4AL06098,P000609,N00035691
3292,Jimmy Panetta,115,Rep.,D,H6CA20152,P000613,N00038601
3293,Bill Pascrell,115,Rep.,D,H6NJ08118,P000096,N00000751
3294,Erik Paulsen,115,Rep.,R,H8MN03077,P000594,N00029391
3295,Donald Payne,115,Rep.,D,H2NJ10154,P000604,N00034639
3296,Steve Pearce,115,Rep.,R,H2NM02126,P000588,N00012672
3297,Nancy Pelosi,115,Rep.,D,H8CA05035,P000197,N00007360
3298,Ed Perlmutter,115,Rep.,D,H6CO07023,P000593,N00027510
3299,Scott Perry,115,Rep.,R,H2PA04135,P000605,N00034120
3300,Scott Peters,115,Rep.,D,H2CA52089,P000608,N00033591
3301,Collin Peterson,115,Rep.,D,H2MN07014,P000258,N00004558
3302,Chellie Pingree,115,Rep.,D,H8ME01120,P000597,N00013817
3303,Robert Pittenger,115,Rep.,R,H2NC09134,P000606,N00034416
3304,Stacey Plaskett,115,Del.,D,H2VI00082,P000610,N00035000
3305,Mark Pocan,115,Rep.,D,H2WI02124,P000607,N00033549
3306,Ted Poe,115,Rep.,R,H4TX02108,P000592,N00026457
3307,Bruce Poliquin,115,Rep.,R,S2ME00158,P000611,N00034584
3308,Jared Polis,115,Rep.,D,H8CO02137,P000598,N00029127
3309,Mike Pompeo,115,Rep.,R,H0KS04051,P000602,None
3310,Bill Posey,115,Rep.,R,H8FL15107,P000599,N00029662
3311,David Price,115,Rep.,D,H6NC04037,P000523,N00002260
3312,Tom Price,115,Rep.,R,H4GA06087,P000591,None
3313,Mike Quigley,115,Rep.,D,H0IL05096,Q000023,N00030581
3314,Amata Radewagen,115,Del.,R,H4AS00036,R000600,N00007635
3315,Jamie Raskin,115,Rep.,D,H6MD08457,R000606,N00037036
3316,John Ratcliffe,115,Rep.,R,H4TX04153,R000601,N00035972
3317,Tom Reed,115,Rep.,R,H0NY29054,R000585,N00030949
3318,Dave Reichert,115,Rep.,R,H4WA08071,R000578,N00026885
3319,Jim Renacci,115,Rep.,R,H0OH16097,R000586,N00031127
3320,Kathleen Rice,115,Rep.,D,H4NY04075,R000602,N00035927
3321,Tom Rice,115,Rep.,R,H2SC07066,R000597,N00033832
3322,Cedric Richmond,115,Rep.,D,H8LA02054,R000588,N00030184
3323,Martha Roby,115,Rep.,R,H0AL02087,R000591,N00030768
3324,Phil Roe,115,Rep.,R,H6TN01388,R000582,N00028463
3325,Mike Rogers,115,Rep.,R,H2AL03032,R000575,N00024759
3326,Harold Rogers,115,Rep.,R,H0KY05015,R000395,N00003473
3327,Dana Rohrabacher,115,Rep.,R,H8CA42061,R000409,N00007151
3328,Todd Rokita,115,Rep.,R,H0IN04170,R000592,N00031741
3329,Francis Rooney,115,Rep.,R,H6FL19087,R000607,N00040007
3330,Tom Rooney,115,Rep.,R,H8FL16022,R000583,N00029018
3331,Ileana Ros-Lehtinen,115,Rep.,R,H0FL18025,R000435,N00002858
3332,Jacky Rosen,115,Rep.,D,S8NV00156,R000608,N00038734
3333,Peter Roskam,115,Rep.,R,H6IL06117,R000580,N00004719
3334,Dennis Ross,115,Rep.,R,H0FL12101,R000593,N00030645
3335,Keith Rothfus,115,Rep.,R,H0PA04220,R000598,N00031253
3336,David Rouzer,115,Rep.,R,H2NC07096,R000603,N00033527
3337,Lucille Roybal-Allard,115,Rep.,D,H2CA33048,R000486,N00006671
3338,Edward Royce,115,Rep.,R,H6CA39020,R000487,N00008264
3339,Raul Ruiz,115,Rep.,D,H2CA36439,R000599,N00033510
3340,C.A. Dutch Ruppersberger,115,Rep.,D,H2MD02160,R000576,N00025482
3341,Bobby Rush,115,Rep.,D,H2IL01042,R000515,N00004887
3342,Steve Russell,115,Rep.,R,H4OK05132,R000604,N00036175
3343,John Rutherford,115,Rep.,R,H6FL04105,R000609,N00039777
3344,Paul Ryan,115,Rep.,R,H8WI01024,R000570,N00004357
3345,Tim Ryan,115,Rep.,D,H2OH17109,R000577,N00025280
3346,Gregorio Sablan,115,Del.,D,H8MP00041,S001177,N00030418
3347,Linda Sánchez,115,Rep.,D,H2CA39078,S001156,N00024870
3348,Mark Sanford,115,Rep.,R,H4SC01073,S000051,N00002424
3349,John Sarbanes,115,Rep.,D,H6MD03292,S001168,N00027751
3350,Steve Scalise,115,Rep.,R,H0LA01087,S001176,N00009660
3351,Mary Scanlon,115,Rep.,D,,S001205,N00042706
3352,Jan Schakowsky,115,Rep.,D,H8IL09067,S001145,N00004724
3353,Adam Schiff,115,Rep.,D,H0CA27085,S001150,N00009585
3354,Brad Schneider,115,Rep.,D,H2IL10068,S001190,N00033101
3355,Kurt Schrader,115,Rep.,D,H8OR05107,S001180,N00030071
3356,David Schweikert,115,Rep.,R,H4AZ06045,S001183,N00006460
3357,Robert Scott,115,Rep.,D,H6VA01117,S000185,N00002147
3358,David Scott,115,Rep.,D,H2GA13012,S001157,N00024871
3359,Austin Scott,115,Rep.,R,H0GA08099,S001189,N00032457
3360,F. Sensenbrenner,115,Rep.,R,H8WI09050,S000244,N00004291
3361,José Serrano,115,Rep.,D,H0NY18065,S000248,N00001813
3362,Pete Sessions,115,Rep.,R,H2TX03126,S000250,N00005681
3363,Terri Sewell,115,Rep.,D,H0AL07086,S001185,N00030622
3364,Carol Shea-Porter,115,Rep.,D,H6NH01230,S001170,N00028091
3365,Brad Sherman,115,Rep.,D,H6CA24113,S000344,N00006897
3366,John Shimkus,115,Rep.,R,H2IL20042,S000364,N00004961
3367,Bill Shuster,115,Rep.,R,H2PA09035,S001154,N00013770
3368,Mike Simpson,115,Rep.,R,H8ID02064,S001148,N00006263
3369,Kyrsten Sinema,115,Rep.,D,H2AZ09019,S001191,N00033983
3370,Albio Sires,115,Rep.,D,H6NJ13191,S001165,N00027523
3371,Louise Slaughter,115,Rep.,D,H6NY03031,S000480,N00001311
3372,Christopher Smith,115,Rep.,R,H8NJ04014,S000522,N00009816
3373,Lamar Smith,115,Rep.,R,H6TX21012,S000583,N00001811
3374,Jason Smith,115,Rep.,R,H4MO08162,S001195,N00035282
3375,Adam Smith,115,Rep.,D,H6WA09025,S000510,N00007833
3376,Adrian Smith,115,Rep.,R,H6NE03115,S001172,N00027623
3377,Lloyd Smucker,115,Rep.,R,H6PA16320,S001199,N00038781
3378,Darren Soto,115,Rep.,D,H6FL09179,S001200,N00037422
3379,Jackie Speier,115,Rep.,D,H8CA12171,S001175,N00029649
3380,Elise Stefanik,115,Rep.,R,H4NY21079,S001196,N00035523
3381,Chris Stewart,115,Rep.,R,H2UT02324,S001192,N00033932
3382,Steve Stivers,115,Rep.,R,H8OH15076,S001187,N00029574
3383,Thomas Suozzi,115,Rep.,D,H6NY03247,S001201,N00038742
3384,Eric Swalwell,115,Rep.,D,H2CA15094,S001193,N00033508
3385,Mark Takano,115,Rep.,D,H2CA43245,T000472,N00006701
3386,Scott Taylor,115,Rep.,R,H0VA02118,T000477,N00031263
3387,Claudia Tenney,115,Rep.,R,H4NY22051,T000478,N00036351
3388,Bennie Thompson,115,Rep.,D,H4MS02068,T000193,N00003288
3389,Mike Thompson,115,Rep.,D,H8CA01109,T000460,N00007419
3390,Glenn Thompson,115,Rep.,R,H8PA05071,T000467,N00029736
3391,William Thornberry,115,Rep.,R,H4TX13014,T000238,N00006052
3392,Pat Tiberi,115,Rep.,R,H0OH12062,T000462,N00009699
3393,Scott Tipton,115,Rep.,R,H6CO03139,T000470,N00027509
3394,Dina Titus,115,Rep.,D,H8NV03036,T000468,N00030191
3395,Paul Tonko,115,Rep.,D,H8NY21203,T000469,N00030196
3396,Norma Torres,115,Rep.,D,H4CA35031,T000474,N00036107
3397,Dave Trott,115,Rep.,R,H4MI11097,T000475,N00035607
3398,Niki Tsongas,115,Rep.,D,H8MA05143,T000465,N00029026
3399,Michael Turner,115,Rep.,R,H2OH03067,T000463,N00025175
3400,Fred Upton,115,Rep.,R,H6MI04113,U000031,N00004133
3401,David Valadao,115,Rep.,R,H2CA20094,V000129,N00033367
3402,Juan Vargas,115,Rep.,D,H2CA50026,V000130,N00007021
3403,Marc Veasey,115,Rep.,D,H2TX33073,V000131,N00033839
3404,Filemon Vela,115,Rep.,D,H2TX27190,V000132,N00034349
3405,Nydia Velázquez,115,Rep.,D,H2NY00010,V000081,N00001102
3406,Peter Visclosky,115,Rep.,D,H4IN01012,V000108,N00003813
3407,Ann Wagner,115,Rep.,R,H2MO02102,W000812,N00033106
3408,Tim Walberg,115,Rep.,R,H4MI07103,W000798,N00026368
3409,Greg Walden,115,Rep.,R,H6OR02116,W000791,N00007690
3410,Mark Walker,115,Rep.,R,H4NC06052,W000819,N00035311
3411,Jackie Walorski,115,Rep.,R,H0IN02190,W000813,N00031226
3412,Mimi Walters,115,Rep.,R,H4CA45097,W000820,N00035391
3413,Tim Walz,115,Rep.,D,H6MN01174,W000799,N00027467
3414,Debbie Wasserman Schultz,115,Rep.,D,H4FL20023,W000797,N00026106
3415,Maxine Waters,115,Rep.,D,H4CA23011,W000187,N00006690
3416,Bonnie Watson Coleman,115,Rep.,D,H4NJ12149,W000822,N00036158
3417,Randy Weber,115,Rep.,R,H2TX14149,W000814,N00033539
3418,Daniel Webster,115,Rep.,R,H0FL08208,W000806,N00026335
3419,Peter Welch,115,Rep.,D,H6VT00160,W000800,N00000515
3420,Brad Wenstrup,115,Rep.,R,H2OH02085,W000815,N00033310
3421,Bruce Westerman,115,Rep.,R,H4AR04048,W000821,N00035527
3422,Susan Wild,115,Rep.,D,,W000826,N00041997
3423,Roger Williams,115,Rep.,R,H2TX33040,W000816,N00030602
3424,Joe Wilson,115,Rep.,R,H2SC02059,W000795,N00024809
